can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
True,True,,,76357,0,0,0,0,0,3,1.5,,0,Tom,0.0,331,False,,,50,76357.jpg,1.3,False,Cairney,0.1,False,,a,10,54,33,0,0,0,0,0.0,6.6,Cairney,243.0,2015-07-07,1991-01-20,False,p76357,610,2,0,1,12,0,0,0,3,1,0,0,192,163.8,213.8,94.0,47.2,0,3,0.73,1.14,1.87,9.59,270,126,164,114,227,125,245,127,,,2.0,,,,0.11,0.0,0.17,0.28,1.41,1.77,209,136,322,81,322,152,596,244,0.44,0.15
True,True,,,212314,0,0,0,0,0,3,1.5,,0,Saša,0.0,332,False,,,50,212314.jpg,1.9,False,Lukić,0.1,False,,a,10,54,56,0,0,0,0,0.0,11.2,Lukić,190.0,2023-01-31,1996-08-13,False,p212314,2348,0,2,4,37,0,0,0,12,0,0,1,354,335.6,455.1,119.0,91.0,0,28,1.16,1.40,2.56,33.02,190,86,78,62,205,118,144,83,4.0,,,,,,0.04,0.0,0.05,0.09,1.27,1.42,254,162,367,107,258,116,552,208,1.07,0.15
True,True,,,573062,0,0,0,0,0,3,1.0,,0,Martial,0.0,333,False,,,45,573062.jpg,1.0,False,Godo,0.1,False,,a,10,54,2,0,0,0,0,0.0,0.4,Godo,54.0,2022-08-22,2003-03-14,False,p573062,21,0,0,0,0,0,0,0,0,0,0,0,4,3.4,12.0,14.0,3.0,0,0,0.00,0.07,0.07,0.15,379,178,337,171,313,164,359,170,,,,,,,0.0,0.0,0.3,0.3,0.64,0.0,509,282,288,61,361,164,585,234,0.0,0.0
True,True,,,515024,0,0,0,0,0,3,1.0,,0,Luke,0.0,334,False,,,45,515024.jpg,0.0,False,Harris,0.1,False,,a,10,54,0,0,0,0,0,0.0,0.0,Harris,244.0,2022-08-05,2005-03-04,False,p515024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,541,217,537,217,519,209,541,217,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,474,259,253,38,543,218,519,186,0.0,0.0
True,True,,,577725,0,0,0,0,0,3,1.0,,0,Josh,0.0,335,False,,,45,577725.jpg,1.2,False,King,0.3,False,,a,10,54,10,0,0,0,0,0.0,2.2,King,241.0,2024-02-02,2007-01-03,False,p577725,126,0,0,1,0,0,0,0,0,0,0,0,30,26.2,45.7,38.0,11.2,0,1,0.28,0.67,0.95,0.74,347,163,283,153,274,146,325,155,,,,,,,0.2,0.0,0.48,0.68,0.53,0.0,517,285,296,64,327,155,374,115,0.71,0.71
True,True,,,153366,0,0,0,0,0,3,1.0,,0,Harrison,0.0,336,False,,,45,153366.jpg,0.8,False,Reed,0.3,False,,a,10,54,10,0,0,0,0,0.0,2.2,Reed,241.0,2020-08-30,1995-01-27,False,p153366,100,0,0,0,3,0,0,0,2,0,0,0,36,18.6,20.6,33.0,7.1,0,0,0.23,0.09,0.32,4.62,354,166,321,167,279,149,345,165,,,,,,,0.21,0.0,0.08,0.29,4.16,2.7,373,224,152,3,385,183,352,111,0.0,0.0
True,True,,,102057,0,0,0,0,0,4,2.2,,0,Raúl,0.0,337,False,,,65,102057.jpg,3.9,False,Jiménez Rodríguez,2.4,False,,a,10,54,147,0,0,0,0,0.0,22.6,Raúl,139.0,2023-07-25,1991-05-05,False,p102057,2486,12,3,7,37,0,0,0,4,0,0,26,539,612.8,372.2,1018.0,199.7,0,30,11.97,2.07,14.04,33.49,83,9,97,6,10,6,31,7,,,4.0,,1.0,,0.43,0.0,0.07,0.5,1.21,1.34,44,14,591,50,52,15,116,22,1.09,0.25
True,True,,,244042,0,0,0,0,0,4,1.8,,0,Rodrigo,0.0,338,False,,,55,244042.jpg,2.8,False,Muniz Carvalho,2.8,False,,a,10,54,86,0,0,0,0,0.0,15.6,Muniz,30.0,2021-08-20,2001-05-04,False,p244042,943,8,1,2,17,0,0,0,1,0,0,14,349,352.4,95.3,508.0,95.4,0,8,5.91,0.20,6.11,15.28,179,18,241,24,59,18,136,18,,,,,,,0.56,0.0,0.02,0.58,1.46,1.62,156,31,503,36,160,18,107,21,0.76,0.19
True,True,,,437495,0,0,0,0,0,1,1.8,,0,Illan,0.0,339,False,,,45,437495.jpg,0.0,False,Meslier,1.4,False,,a,11,2,0,0,0,0,0,0.0,0.0,Meslier,73.0,2020-07-27,2000-03-02,False,p437495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,504,70,500,66,480,55,504,70,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,419,26,198,54,507,70,158,23,0.0,0.0
True,True,,,97846,0,0,0,0,0,1,0.5,,0,Alex,0.0,340,False,,,40,97846.jpg,0.0,False,Cairns,0.4,False,,a,11,2,0,0,0,0,0,0.0,0.0,Cairns,241.0,2024-07-08,1993-01-04,False,p97846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,397,36,386,26,352,11,397,36,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,551,40,11,9,401,37,304,42,0.0,0.0
True,True,,,59735,0,0,0,0,0,1,0.5,,0,Karl,0.0,341,False,,,40,59735.jpg,0.0,False,Darlow,8.6,False,,a,11,2,0,0,0,0,0,0.0,0.0,Darlow,244.0,2023-07-29,1990-10-08,False,p59735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,393,32,380,20,346,5,393,32,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,544,34,4,3,397,33,48,8,0.0,0.0
True,True,,,226182,0,0,0,0,0,2,1.4,,0,Jayden,0.0,342,False,,,45,226182.jpg,0.0,False,Bogle,1.0,False,,a,11,2,0,0,0,0,0,0.0,0.0,Bogle,241.0,2024-07-20,2000-07-27,False,p226182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,500,208,495,207,474,206,500,208,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,400,101,179,121,503,208,192,65,0.0,0.0
True,True,,,222694,0,0,0,0,0,2,1.4,,0,Pascal,0.0,343,False,,,45,222694.jpg,0.0,False,Struijk,0.5,False,,a,11,2,0,0,0,0,0,0.0,0.0,Struijk,152.0,2018-04-12,1999-08-11,False,p222694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,498,206,493,205,472,204,498,206,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,397,98,176,118,501,206,264,93,0.0,0.0
True,True,0.0,,434752,0,0,0,0,0,2,0.0,,0,Jaka,0.0,344,False,Suspended until 23 Aug,2025-07-21T10:00:04.901206Z,40,434752.jpg,0.0,False,Bijol,0.3,False,,s,11,2,0,0,0,0,0,0.0,0.0,Bijol,195.0,2025-06-23,1999-02-05,False,p434752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,422,156,412,154,380,146,422,156,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,581,161,41,20,425,156,379,153,0.0,0.0
True,True,,,437738,0,0,0,0,0,2,0.5,,0,Sebastiaan,0.0,345,False,,,40,437738.jpg,0.0,False,Bornauw,0.4,False,,a,11,2,0,0,0,0,0,0.0,0.0,Bornauw,21.0,2025-07-01,1999-03-22,False,p437738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,423,157,413,155,381,147,423,157,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,583,163,43,22,426,157,318,119,0.0,0.0
True,True,,,113564,0,0,0,0,0,2,0.5,,0,Sam,0.0,346,False,,,40,113564.jpg,0.0,False,Byram,0.4,False,,a,11,2,0,0,0,0,0,0.0,0.0,Byram,241.0,2023-08-05,1993-09-16,False,p113564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,399,143,388,141,354,131,399,143,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,554,145,14,4,403,143,295,107,0.0,0.0
True,True,,,243526,0,0,0,0,0,2,0.5,,0,Gabriel,0.0,347,False,,,40,243526.jpg,0.0,False,Gudmundsson,1.7,False,,a,11,2,0,0,0,0,0,0.0,0.0,Gudmundsson,206.0,2025-07-08,1999-04-29,False,p243526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,418,153,408,151,376,143,418,153,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,577,158,37,17,421,153,140,47,0.0,0.0
True,True,,,214225,0,0,0,0,0,2,0.5,,0,Joe,0.0,348,False,,,40,214225.jpg,0.0,False,Rodon,1.9,False,,a,11,2,0,0,0,0,0,0.0,0.0,Rodon,244.0,2024-07-02,1997-10-22,False,p214225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,409,147,398,145,365,136,409,147,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,566,151,26,10,412,147,135,46,0.0,0.0
True,True,,,492368,0,0,0,0,0,2,0.5,,0,Isaac,0.0,349,False,,,40,492368.jpg,0.0,False,Schmidt,0.3,False,,a,11,2,0,0,0,0,0,0.0,0.0,Schmidt,207.0,2024-08-30,1999-12-07,False,p492368,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,450,172,440,170,410,163,450,172,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,613,180,73,39,453,172,344,133,0.0,0.0
True,True,,,427637,0,0,0,0,0,3,1.5,,0,Brenden,0.0,350,False,,,55,427637.jpg,0.0,False,Aaronson,0.1,False,,a,11,2,0,0,0,0,0,0.0,0.0,Aaronson,229.0,2022-07-01,2000-10-22,False,p427637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,640,285,640,285,637,282,640,285,,,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,158,103,505,194,640,285,524,190,0.0,0.0
True,True,,,492859,0,0,0,0,0,3,1.5,,0,Wilfried,0.0,351,False,,,55,492859.jpg,0.0,False,Gnonto,0.9,False,,a,11,2,0,0,0,0,0,0.0,0.0,Gnonto,106.0,2022-09-01,2003-11-05,False,p492859,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,648,291,648,291,646,289,648,291,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,185,119,532,210,648,291,197,65,0.0,0.0
True,True,,,221399,0,0,0,0,0,3,1.5,,0,Jack,0.0,352,False,,,55,221399.jpg,2.4,False,Harrison,0.2,False,,a,11,2,81,0,0,0,0,0.0,14.7,Harrison,241.0,2021-07-02,1996-11-20,False,p221399,2068,1,3,7,27,0,0,0,0,0,0,4,291,277.0,527.7,288.0,108.6,0,24,3.54,3.12,6.66,31.23,211,102,64,51,106,73,120,73,,,,,,,0.15,0.0,0.14,0.29,1.36,1.18,147,97,494,188,198,86,401,125,1.04,0.3
True,True,,,200617,0,0,0,0,0,3,1.5,,0,Daniel,0.0,353,False,,,55,200617.jpg,0.0,False,James,1.1,False,,a,11,2,0,0,0,0,0,0.0,0.0,James,244.0,2021-08-31,1997-11-10,False,p200617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,636,282,636,282,633,279,636,282,2.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,135,89,482,180,636,282,174,61,0.0,0.0
True,True,,,199598,0,0,0,0,0,3,1.0,,0,Ethan,0.0,354,False,,,50,199598.jpg,0.0,False,Ampadu,0.2,False,,a,11,2,0,0,0,0,0,0.0,0.0,Ampadu,244.0,2023-07-19,2000-09-14,False,p199598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,596,250,594,250,583,245,596,250,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,240,152,353,97,597,251,457,149,0.0,0.0
True,True,,,248937,0,0,0,0,0,3,1.0,,0,Sam,0.0,355,False,,,50,248937.jpg,0.0,False,Greenwood,0.2,False,,a,11,2,0,0,0,0,0,0.0,0.0,Greenwood,241.0,2021-01-09,2002-01-26,False,p248937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,602,255,600,255,591,250,602,255,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,276,174,389,119,603,256,464,154,0.0,0.0
True,True,,,486520,0,0,0,0,0,3,1.0,,0,Ilia,0.0,356,False,,,50,486520.jpg,0.0,False,Gruev,0.1,False,,a,11,2,0,0,0,0,0,0.0,0.0,Gruev,34.0,2023-08-31,2000-05-06,False,p486520,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,617,266,616,266,609,263,617,266,1.0,,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,309,193,422,138,617,266,545,202,0.0,0.0
True,True,,,433952,0,0,0,0,0,3,1.0,,0,Largie,0.0,357,False,,,50,433952.jpg,0.0,False,Ramazani,0.1,False,,a,11,2,0,0,0,0,0,0.0,0.0,Ramazani,21.0,2024-08-22,2001-02-27,False,p433952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,607,258,604,257,596,253,607,258,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,284,178,397,123,607,258,483,165,0.0,0.0
True,True,,,248056,0,0,0,0,0,3,1.0,,0,Tanaka,0.0,358,False,,,50,248056.jpg,0.0,False,Ao,0.6,False,,a,11,2,0,0,0,0,0,0.0,0.0,Tanaka,108.0,2024-08-30,1998-09-10,False,p248056,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,601,254,599,254,590,249,601,254,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,275,173,388,118,602,255,242,79,0.0,0.0
True,True,,,536119,0,0,0,0,0,3,0.5,,0,Charlie,0.0,359,False,,,45,536119.jpg,0.0,False,Crew,0.1,False,,a,11,2,0,0,0,0,0,0.0,0.0,Crew,244.0,2024-03-28,2006-06-15,False,p536119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,549,222,545,222,528,215,549,222,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,486,266,265,45,551,223,543,201,0.0,0.0
True,True,,,462635,0,0,0,0,0,3,0.5,,0,Joe,0.0,360,False,,,45,462635.jpg,0.0,False,Gelhardt,0.4,False,,a,11,2,0,0,0,0,0,0.0,0.0,Gelhardt,241.0,2021-02-07,2002-05-04,False,p462635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,519,200,515,200,495,192,519,200,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,438,240,217,19,522,201,286,94,0.0,0.0
True,True,,,470294,0,0,0,0,0,3,0.5,,0,Darko,0.0,361,False,,,45,470294.jpg,0.0,False,Gyabi,0.1,False,,a,11,2,0,0,0,0,0,0.0,0.0,Gyabi,241.0,2022-07-04,2004-02-18,False,p470294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,522,202,518,202,498,194,522,202,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,442,242,221,21,525,203,581,232,0.0,0.0
True,True,,,235826,0,0,0,0,0,4,1.3,,0,Joël,0.0,362,False,,,55,235826.jpg,0.0,False,Piroe,3.7,False,,a,11,2,0,0,0,0,0,0.0,0.0,Piroe,152.0,2023-08-24,1999-08-02,False,p235826,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,639,62,639,62,636,62,639,62,,,3.0,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,155,30,502,35,639,62,87,17,0.0,0.0
True,True,,,106617,0,0,0,0,0,4,0.9,,0,Patrick,0.0,363,False,,,50,106617.jpg,0.0,False,Bamford,3.6,False,,a,11,2,0,0,0,0,0,0.0,0.0,Bamford,241.0,2018-07-31,1993-09-05,False,p106617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,591,54,588,54,577,54,591,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,218,39,331,22,592,54,88,18,0.0,0.0
True,True,,,565297,0,0,0,0,0,4,0.9,,0,Mateo,0.0,364,False,,,50,565297.jpg,0.0,False,Joseph Fernández-Regatillo,0.3,False,,a,11,2,0,0,0,0,0,0.0,0.0,Mateo Joseph,200.0,2022-11-04,2003-10-19,False,p565297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,625,60,624,60,617,60,625,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,333,47,446,30,625,60,365,59,0.0,0.0
True,True,,,174594,0,0,0,0,0,4,0.9,,0,Lukas,0.0,365,False,,,50,174594.jpg,0.0,False,Nmecha,1.0,False,,a,11,2,0,0,0,0,0,0.0,0.0,Nmecha,80.0,2025-07-01,1998-12-14,False,p174594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,595,55,592,55,581,55,595,55,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,235,40,348,23,596,55,181,32,0.0,0.0
True,True,,,180135,0,0,0,0,0,3,1.0,,0,Sean,0.0,493,False,,,50,180135.jpg,1.4,False,Longstaff,0.4,False,,a,11,2,34,0,0,0,0,0.0,6.8,Longstaff,241.0,2025-07-18,1997-10-30,False,p180135,783,0,1,2,11,0,0,0,2,0,0,0,131,117.2,78.4,76.0,27.3,0,8,0.60,0.22,0.82,11.32,293,141,253,142,241,133,288,143,,,,,,,0.07,0.0,0.03,0.1,1.3,1.26,236,150,349,95,316,147,298,95,0.92,0.23
True,True,,,466525,0,0,0,0,0,3,1.0,,0,Anton,0.0,660,False,,,50,466525.jpg,0.0,False,Stach,0.1,False,,a,11,2,0,0,0,0,0,0.0,0.0,Stach,80.0,2025-07-22,1998-11-15,False,p466525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,614,263,612,262,605,259,614,263,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,299,187,412,132,614,263,597,245,0.0,0.0
True,True,,,116535,0,0,0,0,0,1,5.0,,0,Alisson,0.0,366,False,,,55,116535.jpg,4.0,False,Becker,10.2,False,,a,12,14,112,0,0,0,0,0.0,20.4,A.Becker,30.0,2018-07-19,1992-10-02,False,p116535,2508,0,0,10,29,0,0,0,0,0,78,9,451,628.8,13.0,0.0,64.0,0,28,0.00,0.20,0.20,27.10,72,12,333,10,627,72,211,12,,,,,,,0.0,2.8,0.01,0.01,0.97,1.04,116,2,463,72,41,7,42,7,1.0,0.36
True,True,,,449027,0,0,0,0,0,1,3.3,,0,Giorgi,0.0,367,False,,,45,449027.jpg,0.0,False,Mamardashvili,0.7,False,,a,12,14,0,0,0,0,0,0.0,0.0,Mamardashvili,79.0,2024-08-27,2000-09-29,False,p449027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,511,71,507,67,487,56,511,71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,429,27,208,55,514,71,226,30,0.0,0.0
True,True,,,586268,0,0,0,0,0,1,2.0,,0,Ármin,0.0,368,False,,,40,586268.jpg,0.0,False,Pécsi,0.1,False,,a,12,14,0,0,0,0,0,0.0,0.0,Pécsi,98.0,2025-06-07,2005-02-24,False,p586268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,475,66,466,57,442,44,475,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,649,73,109,42,478,66,505,69,0.0,0.0
True,True,,,155503,0,0,0,0,0,1,2.0,,0,Freddie,0.0,369,False,,,40,155503.jpg,0.0,False,Woodman,0.1,False,,a,12,14,0,0,0,0,0,0.0,0.0,Woodman,241.0,2025-07-01,1997-03-04,False,p155503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,403,41,392,31,358,16,403,41,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,558,45,18,14,406,41,486,67,0.0,0.0
True,True,,,216094,0,0,0,0,0,2,5.0,,0,Jeremie,0.0,370,False,,,60,216094.jpg,0.0,False,Frimpong,28.6,False,,a,12,14,0,0,0,0,0,0.0,0.0,Frimpong,152.0,2025-06-01,2000-12-10,False,p216094,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,656,221,656,221,655,221,656,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,93,4,571,216,656,221,8,2,0.0,0.0
True,True,,,544877,0,0,0,0,0,2,5.0,,0,Milos,0.0,371,False,,,60,544877.jpg,3.5,False,Kerkez,13.4,False,,a,12,14,134,0,0,0,0,0.0,22.3,Kerkez,98.0,2025-06-26,2003-11-07,False,p544877,3336,2,6,9,45,0,0,0,4,0,0,10,550,694.0,642.0,238.0,157.3,0,38,0.60,2.57,3.17,48.69,51,18,42,5,124,18,64,6,,,,,,,0.02,0.0,0.07,0.09,1.31,1.21,108,9,586,221,90,15,30,11,1.03,0.24
True,True,,,122798,0,0,0,0,0,2,5.0,,0,Andrew,0.0,372,False,,,60,122798.jpg,2.8,False,Robertson,2.4,False,,a,12,14,91,0,0,0,0,0.0,15.2,Robertson,243.0,2017-07-21,1994-03-11,False,p122798,2479,0,1,10,32,1,0,0,3,1,0,4,397,395.4,668.7,182.0,124.4,0,29,1.12,4.27,5.39,26.90,159,54,38,4,165,33,97,18,4.0,,,,,,0.04,0.0,0.16,0.2,0.98,1.16,81,2,559,214,162,52,115,40,1.05,0.36
True,True,,,97032,0,0,0,0,0,2,5.0,,0,Virgil,0.0,373,False,,,60,97032.jpg,3.9,False,van Dijk,18.6,False,,a,12,14,143,0,0,0,0,0.0,23.8,Virgil,152.0,2018-01-01,1991-07-08,False,p97032,3330,3,1,14,38,0,0,0,5,0,0,8,631,932.6,206.6,299.0,143.7,0,37,2.22,0.98,3.20,36.13,12,2,170,37,104,10,79,9,,,3.0,,,,0.06,0.0,0.03,0.09,0.98,1.03,78,1,556,213,51,4,17,7,1.0,0.38
True,True,,,204716,0,0,0,0,0,2,4.3,,0,Ibrahima,0.0,374,False,,,55,204716.jpg,3.4,False,Konaté,2.5,False,,a,12,14,106,0,0,0,0,0.0,19.3,Konaté,73.0,2021-07-01,1999-05-25,False,p204716,2561,1,2,11,28,0,0,0,5,0,0,4,487,578.0,161.4,133.0,87.6,0,30,1.80,0.91,2.71,26.67,98,34,198,52,193,53,150,43,,,,,,,0.06,0.0,0.03,0.09,0.94,0.98,139,16,486,197,99,21,111,36,1.05,0.39
True,True,,,492777,0,0,0,0,0,2,3.6,,0,Conor,0.0,375,False,,,50,492777.jpg,2.2,False,Bradley,0.7,False,,a,12,14,41,0,0,0,0,0.0,8.2,Bradley,242.0,2023-09-25,2003-07-09,False,p492777,744,0,2,3,10,0,0,0,4,0,0,3,160,156.2,110.5,162.0,42.8,0,7,0.70,1.43,2.13,12.40,276,101,229,71,175,42,254,83,,,,,,,0.08,0.0,0.17,0.25,1.5,1.21,314,58,427,188,223,79,214,72,0.85,0.36
True,True,,,171287,0,0,0,0,0,2,3.6,,0,Joe,0.0,376,False,,,50,171287.jpg,1.6,False,Gomez,0.2,False,,a,12,14,14,0,0,0,0,0.0,2.8,Gomez,241.0,2015-06-20,1997-05-23,False,p171287,517,0,0,1,8,0,0,0,1,0,0,0,83,130.4,38.5,58.0,22.8,0,6,0.33,0.09,0.42,5.38,289,104,293,108,255,88,299,109,,,,,,,0.06,0.0,0.02,0.08,0.94,1.39,231,36,344,166,291,104,454,184,1.04,0.17
True,True,,,214285,0,0,0,0,0,2,3.6,,0,Konstantinos,0.0,377,False,,,50,214285.jpg,2.4,False,Tsimikas,0.1,False,,a,12,14,43,0,0,0,0,0.0,8.6,Tsimikas,83.0,2020-08-10,1996-05-12,False,p214285,829,0,1,4,8,0,0,0,2,0,0,3,217,202.0,260.7,60.0,52.5,0,9,0.39,2.32,2.71,9.03,249,91,141,28,252,86,234,70,3.0,,,,,,0.04,0.0,0.25,0.29,0.98,0.87,256,40,369,170,191,66,517,197,0.98,0.43
True,True,,,611926,0,0,0,0,0,2,2.0,,0,Amara,0.0,378,False,,,40,611926.jpg,0.0,False,Nallo,0.2,False,,a,12,14,0,0,0,0,0,0.0,0.0,Nallo,241.0,2024-02-27,2006-11-18,False,p611926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,482,196,473,195,450,194,482,196,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,659,217,119,76,485,196,432,176,0.0,0.0
True,True,,,219937,0,0,0,0,0,2,2.0,,0,Rhys,0.0,379,False,,,40,219937.jpg,0.0,False,Williams,0.3,False,,a,12,14,0,0,0,0,0,0.0,0.0,R.Williams,241.0,2020-09-23,2001-02-03,False,p219937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.00,0.00,0.00,0.00,410,148,400,146,367,137,410,148,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,568,152,28,11,413,148,386,157,0.0,0.0
